ID,Age,Gender,Angry,Disgust,Fear,Happy,Sad,Surprised,Neutral,Style1,VStyle1,Style2,VStyle2,Style3,VStyle3
04d7ef98,33,Male,0.05312413215637207,6.136998999863862e-05,0.023011016845703124,0.006298335790634155,0.0906581974029541,0.023672494888305664,0.8031745147705078,Eclectic,0.2016424017789285,Bohemian,0.1585215988337924,Casual,0.15630994598758036
3934b08a,24,Male,0.013787512779235839,0.00413732498884201,0.03229225873947143,0.7642837524414062,0.08249417304992676,0.04714447021484375,0.05586044311523437,Business,0.1467513525936227,Bohemian,0.13734617550822528,Eclectic,0.12286641225057472
40ae78bc,32,Male,0.1365937900543213,0.0001541036646813154,0.0562760066986084,0.004191791117191315,0.1898866081237793,0.02445117950439453,0.5884465026855469,Eclectic,0.1718365241323978,Casual,0.15879435026483424,Romantic,0.09320869094194073
26f72f41,35,Male,0.05446722507476807,2.559805288910866e-05,0.07401601791381836,0.03480164051055908,0.05056403160095215,0.030534076690673827,0.7555914306640625,Casual,0.22354128319905342,Business,0.2016695665531909,Sexy,0.10120486789377109
162c1f8b,29,Male,0.040136094093322756,0.0008168540894985199,0.23428508758544922,0.04454787254333496,0.03588641405105591,0.1944405174255371,0.44988719940185545,Casual,0.1959870846146138,Business,0.14611150410631227,Romantic,0.12850776976737338
bcb92cb0,23,Male,0.04667900562286377,9.500496089458466e-05,0.3911547470092773,0.2550549125671387,0.02014613151550293,0.2772690010070801,0.009601207375526428,Business,0.16092948456299647,Eclectic,0.1430541120636457,Elegant,0.09985421549971336
adfd8301,30,Male,0.3468480682373047,0.0006901732832193375,0.010324323177337646,0.006382871270179748,0.16819074630737305,0.0043369591236114505,0.46322681427001955,Business,0.3422461329660109,Casual,0.13258534030647576,Outdoor,0.11803897979372226
2373c345,43,Male,0.2667883110046387,0.00033493123948574066,0.05824862003326416,0.15654685020446776,0.08499305725097656,0.07787557125091553,0.35521263122558594,Vintage,0.16041205791751414,Eclectic,0.1358412093919368,Business,0.13490134391398614
1703cd70,24,Male,0.015587168931961059,4.0013459511101246e-05,0.005342321991920471,0.7654118347167969,0.07329794883728027,0.002661490738391876,0.13765917778015135,Business,0.14570320988718405,Elegant,0.11667948530200142,Romantic,0.11290492705321409
5fee62a3,24,Male,0.038983826637268064,3.6543332971632484e-05,0.04001218318939209,0.013043406009674073,0.14734715461730957,0.00666268527507782,0.7539141845703125,Outdoor,0.11745989486276556,Romantic,0.11648441993906433,Elegant,0.1147701975601163
85c97d51,24,Male,0.058354735374450684,0.0001425750646740198,0.07852731704711914,0.009834875464439391,0.324105339050293,0.011856168508529663,0.5171790313720703,Casual,0.24221094409516647,Bohemian,0.14311710947973824,Eclectic,0.0979648342745374
170f267c,23,Female,0.00432297945022583,0.00010822704061865806,0.004202086925506592,0.9689492034912109,0.0024902357161045077,0.016651272773742676,0.0032760515809059144,Casual,0.18644217631493254,Eclectic,0.1295175286748683,Romantic,0.12371987462531976
b574368b,19,Male,0.03963496923446655,0.0013443301618099213,0.03940244436264038,0.009901679158210754,0.2639130401611328,0.001490764319896698,0.644312744140625,Business,0.18880581359846146,Bohemian,0.16479698811660778,Casual,0.12917311365198714
10a85a32,20,Male,0.04177078247070312,0.0008888173103332519,0.02152878999710083,0.00996074914932251,0.12609514236450195,0.0003211082145571709,0.7994345855712891,Eclectic,0.16391444585478038,Casual,0.16335483659526515,Romantic,0.11975455342085509
8f65c720,25,Male,0.03409001350402832,0.00017862901091575623,0.024740638732910155,0.780067367553711,0.13086332321166994,0.022541646957397462,0.0075183999538421635,Casual,0.15459538070173093,Eclectic,0.14534671793445372,Business,0.11754007384637209
86482649,30,Male,0.11022930145263672,0.00023783504962921143,0.031504929065704346,0.013680732250213623,0.08187362670898438,0.00724519670009613,0.7552283477783203,Casual,0.16776899451561292,Eclectic,0.16075007195803026,Romantic,0.0978554719079719
db8f9a96,24,Male,0.03622196197509766,0.0015236760675907135,0.04691646099090576,0.7761205291748047,0.10506637573242188,0.027985398769378663,0.006165623664855957,Casual,0.15522437904588163,Eclectic,0.14537129881301278,Business,0.09335283015606909
2c44e0ed,24,Male,0.03622196197509766,0.0015236760675907135,0.04691646099090576,0.7761205291748047,0.10506637573242188,0.027985398769378663,0.006165623664855957,Casual,0.15522437904588163,Eclectic,0.14537129881301278,Business,0.09335283015606909
c624e6eb,25,Male,0.19772232055664063,0.0002785270661115646,0.09338160514831544,0.006310889720916748,0.38989715576171874,0.002703675925731659,0.3097058868408203,Business,0.24067955277186887,Casual,0.19255610744767743,Elegant,0.0874489889136017
82ba4b0d,23,Male,0.03935242414474487,0.0004944778233766556,0.00866935670375824,0.5080488967895508,0.059280595779418944,0.2708218765258789,0.11333244323730468,Eclectic,0.19137207552177382,Casual,0.15648019627619483,Business,0.10922708996672335
843501b0,30,Male,0.29680084228515624,0.0007451806217432022,0.04477583885192871,0.0031615841388702394,0.30858152389526367,0.0008963376283645629,0.34503860473632814,Business,0.19426707263033355,Casual,0.17991088120971785,Sexy,0.1285768482416513
7889ea86,21,Male,0.014179067611694336,1.4657485298812389e-05,0.010609259605407715,0.0036062502861022947,0.02152416229248047,0.0005824559926986694,0.9494841766357421,Business,0.16863263509451787,Eclectic,0.15232664774815233,Bohemian,0.12376971018049132
9c2fb3fd,22,Male,0.026812803745269776,0.002005923241376877,0.009503329396247864,0.7955606079101563,0.049258699417114256,0.09173377990722656,0.025124948024749755,Bohemian,0.15888930259372389,Eclectic,0.13052582411944,Casual,0.11624255323418319
f4ff5d83,24,Male,0.041542701721191407,0.005537251830101013,0.026071553230285646,0.76711181640625,0.0881589698791504,0.025309553146362306,0.04626818180084229,Business,0.18800713498707733,Bohemian,0.1345316781862866,Eclectic,0.11016682316271266
a6e3c210,19,Male,0.17244602203369142,0.0028139814734458924,0.11578603744506837,0.015229810476303101,0.456435546875,0.03855639219284058,0.19873228073120117,Vintage,0.1712961421931327,Casual,0.15398655426873387,Eclectic,0.10791369649220163
75ede8d3,23,Female,0.0029743418097496034,1.644111005589366e-05,0.0005694185197353363,0.9764106750488282,0.001980758011341095,0.0009149891883134842,0.017133352756500245,Casual,0.15833501830180244,Elegant,0.1194162435955337,Sexy,0.09975607266014654
175ed06c,23,Male,0.4181396484375,0.002033530026674271,0.2825626754760742,0.019879642724990845,0.12426746368408204,0.028455202579498292,0.12466185569763183,Elegant,0.14649133919841043,Casual,0.12120070183212077,Outdoor,0.11833358306542797
08485cb0,20,Male,0.004700826108455658,0.0001736845076084137,0.03732135534286499,0.7010586547851563,0.017787456512451172,0.04342073440551758,0.19553739547729493,Elegant,0.1464665945957794,Rocker,0.1418856476969803,Eclectic,0.12736412053246263
a004d179,20,Male,0.004700826108455658,0.0001736845076084137,0.03732135534286499,0.7010586547851563,0.017787456512451172,0.04342073440551758,0.19553739547729493,Elegant,0.1464665945957794,Rocker,0.1418856476969803,Eclectic,0.12736412053246263
9c5bb021,20,Male,0.004700826108455658,0.0001736845076084137,0.03732135534286499,0.7010586547851563,0.017787456512451172,0.04342073440551758,0.19553739547729493,Elegant,0.1464665945957794,Rocker,0.1418856476969803,Eclectic,0.12736412053246263
